image_id,class_ids,class_names,prompt,num_candidates,gt_area,gt_area_ratio,gt_score,sam_best_box_idx,sam_best_mask_idx,sam_best_gt_iou,sam_best_our_score,sam_best_sam_conf,sam_best_dino_logit,ours_best_box_idx,ours_best_mask_idx,ours_best_gt_iou,ours_best_our_score,ours_best_sam_conf,ours_best_dino_logit
2008_003777,6,bus,bus .,12,72627,0.5837432484567902,0.7556126142646626,1,2,0.9167816651784506,0.7582062149968972,0.9922871589660645,0.6847019195556641,1,1,0.9126103812190394,0.7616103914100265,0.9919254183769226,0.6847019195556641
2007_005911,6,bus,bus .,3,112343,0.5991626666666666,0.8107960254266628,0,2,0.9829766839148302,0.8019845968490962,0.9884517192840576,0.9390259385108948,0,1,0.983953803986269,0.8040971412660247,0.9880637526512146,0.9390259385108948
2009_001816,6,bus,bus .,3,62200,0.3317333333333333,0.783903471017774,0,2,0.9270704389196284,0.8306331424417749,0.9900988936424255,0.9507960081100464,0,1,0.9229113473071671,0.8324607362416918,0.9897270798683167,0.9507960081100464
2007_003101,6,bus,bus .,9,114967,0.6904924924924924,0.5785428046750605,1,1,0.47493892313443864,0.6873984495069906,0.9893904328346252,0.772494912147522,1,1,0.47493892313443864,0.6873984495069906,0.9893904328346252,0.772494912147522
2008_008469,6,bus,bus .,3,97488,0.5539090909090909,0.578087839328527,0,2,0.9642345190772953,0.5663855236595506,0.9728415012359619,0.8866222500801086,0,2,0.9642345190772953,0.5663855236595506,0.9728415012359619,0.8866222500801086
2010_002546,6,bus,bus .,6,65820,0.39062314540059345,0.7172571608795303,0,2,0.35604630771745754,0.4650335313492481,0.9865617156028748,0.793714165687561,1,1,0.6196428038108891,0.7963290754837294,0.9849667549133301,0.8202598690986633
2009_001804,6,bus,bus .,6,56957,0.29588051948051947,0.8583115526220929,0,2,0.9530918292827907,0.8809233575171593,0.9873800277709961,0.8965232968330383,0,1,0.9516850127011007,0.8830302060423816,0.9867532849311829,0.8965232968330383
2011_000248,6,bus,bus .,6,43591,0.2625963855421687,0.643293647123458,0,2,0.43279934232452727,0.7874393533276802,0.9806643724441528,0.811482846736908,0,2,0.43279934232452727,0.7874393533276802,0.9806643724441528,0.811482846736908
2008_007797,6,bus,bus .,3,83822,0.44705066666666665,0.914700800534523,0,1,0.9895428564638219,0.9098249123755471,0.9900445938110352,0.9559596180915833,0,1,0.9895428564638219,0.9098249123755471,0.9900445938110352,0.9559596180915833
2007_002539,6,bus,bus .,3,151026,0.9070630630630631,0.6124282965781117,0,2,0.9180513644928777,0.5472225525256296,0.9804702997207642,0.8858206272125244,0,1,0.9398572817830578,0.6198251836462985,0.9804123640060425,0.8858206272125244
2010_005063,6,bus,bus .,24,32800,0.17493333333333333,0.3543848987430324,2,2,0.18335307157389694,0.0,0.9843977093696594,0.7927636504173279,0,0,0.17347062386432466,0.0,0.970343291759491,0.8019750714302063
